	WORD	SENTENCE	IA_LABEL	pos	upos	jpos	upos*	xpos	LD2ROOT	LD2HEAD	DEPTH2ROOT	Neighbors_Num	TOTAL_DURATION	STD_TOTAL_DURATION	Sp_clue	Sp_jed351	N_SYL	Freq	Word_Position	Lengths	Prev_Freq	Prev_N_SYL	Pre_Punct	Post_Punct	IA_FIRST_FIXATION_DURATION	IA_SECOND_FIXATION_DURATION	STD_IA_FIRST_FIXATION_DURATION	STD_IA_SECOND_FIXATION_DURATION
2300	374	30	星星	n	NOUN	nz	NOUN	NN	9	4	3	552	269.85714285714283	240.01721877007583	14.433654308319092	16.49377679824829	2	17.0	0.9285714285714286	14	233.00000000000003	2	False	False	177.92857142857142	66.71428571428571	113.60864170206312	100.54098565221234
2301	375	30	了。	u	PART	ul	PART	AS	10	7	2	27	104.92857142857144	96.45240446215227	8.405548930168152	22.04810237884521	1	13624.0	1.0	14	17.0	2	False	True	104.92857142857144	0.0	96.45240446215227	0.0
2302	376	31	我	r	PRON	r	PRON	PRP	2	2	1	79	77.28571428571429	104.41430428238992	6.059394359588623	10.525071144104004	1	5517.999999999999	0.1111111111111111	9	-1.0	-1	False	False	72.28571428571429	5.0	103.68319093099254	18.027756377319943
2303	377	31	只好	d	ADV	d	ADV	RB	1	1	1	310	67.57142857142857	110.51225806974296	14.097225666046144	14.31866216659546	2	104.0	0.2222222222222222	9	5517.999999999999	1	False	False	67.57142857142857	0.0	110.51225806974296	0.0
2304	378	31	说	v	VERB	v	VERB	VV	0	0	0	134	209.1428571428572	219.9983302348508	4.584147930145264	28.18832397460937	1	3707.0	0.3333333333333333	9	104.0	2	False	False	136.71428571428572	58.85714285714285	122.1851221779176	123.39185961970168
2305	379	31	一些	m	NUM	m	NUM		1	1	1	1479	157.92857142857142	133.94426574710323	9.280081272125244	16.389404296875	2	740.0	0.4444444444444444	9	3707.0	1	False	False	107.0	39.71428571428572	84.98907492815096	65.36319253812125
2306	380	31	他	r	PRON	r	PRON	PRP	2	1	2	28	61.57142857142857	113.79537668597104	8.520403861999512	12.518482208251951	1	5536.999999999999	0.5555555555555556	9	740.0	2	False	False	48.85714285714285	12.714285714285714	80.28151997178175	45.84200907375643
2307	381	31	能	vu	AUX	v	AUX		3	3	1	96	85.78571428571429	110.11758557587989	9.616823196411133	10.82451629638672	1	1507.9999999999998	0.6666666666666666	9	5536.999999999999	1	False	False	59.85714285714285	25.928571428571427	82.9198038923816	66.00050247180404
2308	382	31	懂	v	VERB	v	VERB	VV	4	1	2	5	236.42857142857144	285.111936485533	8.951427459716797	16.827253341674805	1	74.00000000000001	0.7777777777777778	9	1507.9999999999998	1	False	False	141.35714285714286	68.14285714285714	162.97353297078513	132.76663583836392
2309	383	31	的	u	PART	uj	PART		5	1	3	13	215.42857142857144	221.40838617673847	0.6224918961524963	9.093600273132324	1	77946.0	0.8888888888888888	9	74.00000000000001	1	False	False	144.35714285714286	47.92857142857143	91.9577598239362	104.5278256089287
2310	384	31	事情。	n	NOUN	n	NOUN	NN	6	3	2	341	567.6428571428571	482.2282516969468	8.725822567939758	13.84813904762268	2	226.0	1.0	9	77946.0	1	False	True	185.0	155.28571428571428	114.3603327832064	131.06019803969502
2311	385	32	我	r	PRON	r	PRON	PRP	3	3	1	79	70.64285714285714	81.60672866415676	6.059394359588623	10.525071144104004	1	5517.999999999999	0.1111111111111111	9	-1.0	-1	False	False	70.64285714285714	0.0	81.60672866415676	0.0
